main,code,title,description,exclusion_list,exclusion_description,exclusion_title,descriptor,level
C,24.43,"produzione di piombo, zinco e stagno e semilavorati","Sono escluse le seguenti attività: - fusione di metalli non ferrosi, cfr. 24.53, 24.54 - produzione di getti di metalli leggeri, cfr. 24.53","- fusione di metalli non ferrosi, cfr. 24.53, 24.54 - produzione di getti di metalli leggeri, cfr. 24.53",,,"# produzione di piombo, zinco e stagno e semilavorati

Sono escluse le seguenti attività: - fusione di metalli non ferrosi, cfr. 24.53, 24.54 - produzione di getti di metalli leggeri, cfr. 24.53

Questa sezione ATECO non comprende le seguenti attività:

- fusione di metalli non ferrosi, cfr. 24.53, 24.54 - produzione di getti di metalli leggeri, cfr. 24.53, 
",classe
C,24.44,produzione di rame,"Sono escluse le seguenti attività: - fusione di metalli non ferrosi, cfr. 24.53, 24.54 - produzione di getti di metalli leggeri, cfr. 24.53 - fabbricazione di fili e cavi isolati, in acciaio, rame, alluminio, cfr. 27.32","- fusione di metalli non ferrosi, cfr. 24.53, 24.54 - produzione di getti di metalli leggeri, cfr. 24.53 - fabbricazione di fili e cavi isolati, in acciaio, rame, alluminio, cfr. 27.32",,,"# produzione di rame

Sono escluse le seguenti attività: - fusione di metalli non ferrosi, cfr. 24.53, 24.54 - produzione di getti di metalli leggeri, cfr. 24.53 - fabbricazione di fili e cavi isolati, in acciaio, rame, alluminio, cfr. 27.32

Questa sezione ATECO non comprende le seguenti attività:

- fusione di metalli non ferrosi, cfr. 24.53, 24.54 - produzione di getti di metalli leggeri, cfr. 24.53 - fabbricazione di fili e cavi isolati, in acciaio, rame, alluminio, cfr. 27.32, 
",classe
C,24.45,produzione di altri metalli non ferrosi,"Sono escluse le seguenti attività: - fusione di metalli non ferrosi, cfr. 24.53, 24.54","- fusione di metalli non ferrosi, cfr. 24.53, 24.54",,,"# produzione di altri metalli non ferrosi

Sono escluse le seguenti attività: - fusione di metalli non ferrosi, cfr. 24.53, 24.54

Questa sezione ATECO non comprende le seguenti attività:

- fusione di metalli non ferrosi, cfr. 24.53, 24.54, 
",classe
C,24.46,trattamento dei combustibili nucleari,"Sono escluse le seguenti attività: - estrazione e concentrazione dei minerali di uranio e di torio, cfr. 07.21 - produzione di ossido di uranio (yellow cake), cfr. 07.21 - fabbricazione di uranio arricchito, cfr. 20.13 - fabbricazione di torio arricchito, cfr. 20.13 - rigenerazione dei combustibili nucleari, cfr. 20.13 - trattamento dei residui nucleari radioattivi, cfr. 38.22 - trattamento e smaltimento dei residui radioattivi di transizione provenienti da ospedali eccetera, cfr. 38.22","- estrazione e concentrazione dei minerali di uranio e di torio, cfr. 07.21 - produzione di ossido di uranio (yellow cake), cfr. 07.21 - fabbricazione di uranio arricchito, cfr. 20.13 - fabbricazione di torio arricchito, cfr. 20.13 - rigenerazione dei combustibili nucleari, cfr. 20.13 - trattamento dei residui nucleari radioattivi, cfr. 38.22 - trattamento e smaltimento dei residui radioattivi di transizione provenienti da ospedali eccetera, cfr. 38.22",,,"# trattamento dei combustibili nucleari

Sono escluse le seguenti attività: - estrazione e concentrazione dei minerali di uranio e di torio, cfr. 07.21 - produzione di ossido di uranio (yellow cake), cfr. 07.21 - fabbricazione di uranio arricchito, cfr. 20.13 - fabbricazione di torio arricchito, cfr. 20.13 - rigenerazione dei combustibili nucleari, cfr. 20.13 - trattamento dei residui nucleari radioattivi, cfr. 38.22 - trattamento e smaltimento dei residui radioattivi di transizione provenienti da ospedali eccetera, cfr. 38.22

Questa sezione ATECO non comprende le seguenti attività:

- estrazione e concentrazione dei minerali di uranio e di torio, cfr. 07.21 - produzione di ossido di uranio (yellow cake), cfr. 07.21 - fabbricazione di uranio arricchito, cfr. 20.13 - fabbricazione di torio arricchito, cfr. 20.13 - rigenerazione dei combustibili nucleari, cfr. 20.13 - trattamento dei residui nucleari radioattivi, cfr. 38.22 - trattamento e smaltimento dei residui radioattivi di transizione provenienti da ospedali eccetera, cfr. 38.22, 
",classe
C,24.51,fusione di ghisa,Questa classe include le attività delle fonderie di ghisa.,,,,"# fusione di ghisa

Questa classe include le attività delle fonderie di ghisa.
",classe
C,24.52,fusione di acciaio,Questa classe include le attività delle fonderie di acciaio.,,,,"# fusione di acciaio

Questa classe include le attività delle fonderie di acciaio.
",classe
C,24.53,fusione di metalli leggeri,,,,,"# fusione di metalli leggeri


",classe
C,24.54,fusione di altri metalli non ferrosi,,,,,"# fusione di altri metalli non ferrosi


",classe
C,25.11,fabbricazione di strutture metalliche e di parti di strutture,"Sono escluse le seguenti attività: - fabbricazione di parti di caldaie marine e per energia, cfr. 25.30 - fabbricazione di binari ferroviari assemblati, cfr. 25.99 - fabbricazione di sezioni di navi, cfr. 30.11","- fabbricazione di parti di caldaie marine e per energia, cfr. 25.30 - fabbricazione di binari ferroviari assemblati, cfr. 25.99 - fabbricazione di sezioni di navi, cfr. 30.11",,,"# fabbricazione di strutture metalliche e di parti di strutture

Sono escluse le seguenti attività: - fabbricazione di parti di caldaie marine e per energia, cfr. 25.30 - fabbricazione di binari ferroviari assemblati, cfr. 25.99 - fabbricazione di sezioni di navi, cfr. 30.11

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di parti di caldaie marine e per energia, cfr. 25.30 - fabbricazione di binari ferroviari assemblati, cfr. 25.99 - fabbricazione di sezioni di navi, cfr. 30.11, 
",classe
C,25.12,fabbricazione di porte e finestre in metallo,"Sono escluse le seguenti attività: - fabbricazione di tendaggi senza intelaiatura metallica, cfr. 13.92 - installazione di porte, finestre eccetera da parte di ditte non costruttrici, cfr. 43","- fabbricazione di tendaggi senza intelaiatura metallica, cfr. 13.92 - installazione di porte, finestre eccetera da parte di ditte non costruttrici, cfr. 43",,,"# fabbricazione di porte e finestre in metallo

Sono escluse le seguenti attività: - fabbricazione di tendaggi senza intelaiatura metallica, cfr. 13.92 - installazione di porte, finestre eccetera da parte di ditte non costruttrici, cfr. 43

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di tendaggi senza intelaiatura metallica, cfr. 13.92 - installazione di porte, finestre eccetera da parte di ditte non costruttrici, cfr. 43, 
",classe
C,25.21,fabbricazione di radiatori e contenitori in metallo per caldaie per il riscaldamento centrale,"Sono escluse le seguenti attività: - fabbricazione di forni e scaldacqua elettrici per uso domestico, cfr. 27.51 - fabbricazione di apparecchi per il riscaldamento centralizzato o autonomo, cfr. 28.21 - fabbricazione di contenitori in metallo per generatori di vapore, cfr. 25.30","- fabbricazione di forni e scaldacqua elettrici per uso domestico, cfr. 27.51 - fabbricazione di apparecchi per il riscaldamento centralizzato o autonomo, cfr. 28.21 - fabbricazione di contenitori in metallo per generatori di vapore, cfr. 25.30",,,"# fabbricazione di radiatori e contenitori in metallo per caldaie per il riscaldamento centrale

Sono escluse le seguenti attività: - fabbricazione di forni e scaldacqua elettrici per uso domestico, cfr. 27.51 - fabbricazione di apparecchi per il riscaldamento centralizzato o autonomo, cfr. 28.21 - fabbricazione di contenitori in metallo per generatori di vapore, cfr. 25.30

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di forni e scaldacqua elettrici per uso domestico, cfr. 27.51 - fabbricazione di apparecchi per il riscaldamento centralizzato o autonomo, cfr. 28.21 - fabbricazione di contenitori in metallo per generatori di vapore, cfr. 25.30, 
",classe
C,25.29,"fabbricazione di altre cisterne, serbatoi e contenitori in metallo","Sono escluse le seguenti attività: - fabbricazione di barili, fusti, bidoni, secchi, cassoni eccetera in metallo dei tipi normalmente impiegati per trasportare o imballare le merci di capacità non superiore a 300 litri, cfr. 25.91, 25.92 - fabbricazione di container per il trasporto, cfr. 29.20","- fabbricazione di barili, fusti, bidoni, secchi, cassoni eccetera in metallo dei tipi normalmente impiegati per trasportare o imballare le merci di capacità non superiore a 300 litri, cfr. 25.91, 25.92 - fabbricazione di container per il trasporto, cfr. 29.20",,,"# fabbricazione di altre cisterne, serbatoi e contenitori in metallo

Sono escluse le seguenti attività: - fabbricazione di barili, fusti, bidoni, secchi, cassoni eccetera in metallo dei tipi normalmente impiegati per trasportare o imballare le merci di capacità non superiore a 300 litri, cfr. 25.91, 25.92 - fabbricazione di container per il trasporto, cfr. 29.20

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di barili, fusti, bidoni, secchi, cassoni eccetera in metallo dei tipi normalmente impiegati per trasportare o imballare le merci di capacità non superiore a 300 litri, cfr. 25.91, 25.92 - fabbricazione di container per il trasporto, cfr. 29.20, 
",classe
C,25.30,fabbricazione di generatori di vapore (esclusi i contenitori in metallo per caldaie per il riscaldamento centrale ad acqua calda),"Sono escluse le seguenti attività: - fabbricazione di radiatori e contenitori in metallo per caldaie, cfr. 25.21 - fabbricazione di turbine per caldaie, cfr. 28.11 - fabbricazione di separatori di isotopi, cfr. 28.99","- fabbricazione di radiatori e contenitori in metallo per caldaie, cfr. 25.21 - fabbricazione di turbine per caldaie, cfr. 28.11 - fabbricazione di separatori di isotopi, cfr. 28.99",,,"# fabbricazione di generatori di vapore (esclusi i contenitori in metallo per caldaie per il riscaldamento centrale ad acqua calda)

Sono escluse le seguenti attività: - fabbricazione di radiatori e contenitori in metallo per caldaie, cfr. 25.21 - fabbricazione di turbine per caldaie, cfr. 28.11 - fabbricazione di separatori di isotopi, cfr. 28.99

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di radiatori e contenitori in metallo per caldaie, cfr. 25.21 - fabbricazione di turbine per caldaie, cfr. 28.11 - fabbricazione di separatori di isotopi, cfr. 28.99, 
",classe
C,25.40,fabbricazione di armi e munizioni,"Sono escluse le seguenti attività: - fabbricazione di capsule di percussione, detonatori o razzi di segnalazione, cfr. 20.51 - fabbricazione di sciabole, spade, baionette eccetera, cfr. 25.71 - fabbricazione di veicoli blindati per trasporto di denaro o valori, cfr. 29.10 - fabbricazione di veicoli spaziali, cfr. 30.30 - fabbricazione di missili balistici, cfr. 30.30 - fabbricazione di carri armati ed altri veicoli da combattimento, cfr. 30.40","- fabbricazione di capsule di percussione, detonatori o razzi di segnalazione, cfr. 20.51 - fabbricazione di sciabole, spade, baionette eccetera, cfr. 25.71 - fabbricazione di veicoli blindati per trasporto di denaro o valori, cfr. 29.10 - fabbricazione di veicoli spaziali, cfr. 30.30 - fabbricazione di missili balistici, cfr. 30.30 - fabbricazione di carri armati ed altri veicoli da combattimento, cfr. 30.40",,,"# fabbricazione di armi e munizioni

Sono escluse le seguenti attività: - fabbricazione di capsule di percussione, detonatori o razzi di segnalazione, cfr. 20.51 - fabbricazione di sciabole, spade, baionette eccetera, cfr. 25.71 - fabbricazione di veicoli blindati per trasporto di denaro o valori, cfr. 29.10 - fabbricazione di veicoli spaziali, cfr. 30.30 - fabbricazione di missili balistici, cfr. 30.30 - fabbricazione di carri armati ed altri veicoli da combattimento, cfr. 30.40

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di capsule di percussione, detonatori o razzi di segnalazione, cfr. 20.51 - fabbricazione di sciabole, spade, baionette eccetera, cfr. 25.71 - fabbricazione di veicoli blindati per trasporto di denaro o valori, cfr. 29.10 - fabbricazione di veicoli spaziali, cfr. 30.30 - fabbricazione di missili balistici, cfr. 30.30 - fabbricazione di carri armati ed altri veicoli da combattimento, cfr. 30.40, 
",classe
C,25.50,"fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri","Sono escluse le seguenti attività: - produzione di polveri di metallo, cfr. 24","- produzione di polveri di metallo, cfr. 24",,,"# fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri

Sono escluse le seguenti attività: - produzione di polveri di metallo, cfr. 24

Questa sezione ATECO non comprende le seguenti attività:

- produzione di polveri di metallo, cfr. 24, 
",classe
C,25.61,trattamento e rivestimento dei metalli,"Sono escluse le seguenti attività: - stampa su metalli, cfr. 18.12 - rivestimento metallico delle plastiche, cfr. 22.29 - laminatura di metalli preziosi su metalli di base o di altro tipo, cfr. 24.41, 24.42, 24.43, 24.44 - servizi rapidi di incisione su metallo, cfr. 95.29","- stampa su metalli, cfr. 18.12 - rivestimento metallico delle plastiche, cfr. 22.29 - laminatura di metalli preziosi su metalli di base o di altro tipo, cfr. 24.41, 24.42, 24.43, 24.44 - servizi rapidi di incisione su metallo, cfr. 95.29",,,"# trattamento e rivestimento dei metalli

Sono escluse le seguenti attività: - stampa su metalli, cfr. 18.12 - rivestimento metallico delle plastiche, cfr. 22.29 - laminatura di metalli preziosi su metalli di base o di altro tipo, cfr. 24.41, 24.42, 24.43, 24.44 - servizi rapidi di incisione su metallo, cfr. 95.29

Questa sezione ATECO non comprende le seguenti attività:

- stampa su metalli, cfr. 18.12 - rivestimento metallico delle plastiche, cfr. 22.29 - laminatura di metalli preziosi su metalli di base o di altro tipo, cfr. 24.41, 24.42, 24.43, 24.44 - servizi rapidi di incisione su metallo, cfr. 95.29, 
",classe
C,25.62,lavori di meccanica generale,"Sono escluse le seguenti attività: - manutenzione e riparazione di meccanica generale di macchinari, cfr. 33.12 - servizi rapidi di incisione su metallo, cfr. 95.29","- manutenzione e riparazione di meccanica generale di macchinari, cfr. 33.12 - servizi rapidi di incisione su metallo, cfr. 95.29",,,"# lavori di meccanica generale

Sono escluse le seguenti attività: - manutenzione e riparazione di meccanica generale di macchinari, cfr. 33.12 - servizi rapidi di incisione su metallo, cfr. 95.29

Questa sezione ATECO non comprende le seguenti attività:

- manutenzione e riparazione di meccanica generale di macchinari, cfr. 33.12 - servizi rapidi di incisione su metallo, cfr. 95.29, 
",classe
C,25.71,fabbricazione di articoli di coltelleria e posateria,"Sono escluse le seguenti attività: - fabbricazione di lame da taglio per macchine, cfr. 25.73 - fabbricazione di pentolame (inclusi i bollitori non elettrici) e stoviglie (scodelle, vassoi, piatti, piattini eccetera), cfr. 25.99 - fabbricazione di articoli di coltelleria in metalli preziosi, cfr. 32.12","- fabbricazione di lame da taglio per macchine, cfr. 25.73 - fabbricazione di pentolame (inclusi i bollitori non elettrici) e stoviglie (scodelle, vassoi, piatti, piattini eccetera), cfr. 25.99 - fabbricazione di articoli di coltelleria in metalli preziosi, cfr. 32.12",,,"# fabbricazione di articoli di coltelleria e posateria

Sono escluse le seguenti attività: - fabbricazione di lame da taglio per macchine, cfr. 25.73 - fabbricazione di pentolame (inclusi i bollitori non elettrici) e stoviglie (scodelle, vassoi, piatti, piattini eccetera), cfr. 25.99 - fabbricazione di articoli di coltelleria in metalli preziosi, cfr. 32.12

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di lame da taglio per macchine, cfr. 25.73 - fabbricazione di pentolame (inclusi i bollitori non elettrici) e stoviglie (scodelle, vassoi, piatti, piattini eccetera), cfr. 25.99 - fabbricazione di articoli di coltelleria in metalli preziosi, cfr. 32.12, 
",classe
C,25.72,fabbricazione di serrature e cerniere,"Sono escluse le seguenti attività: - fabbricazione di chiodi, spilli eccetera, cfr. 25.93 - fabbricazione di articoli di bulloneria, cfr. 25.94","- fabbricazione di chiodi, spilli eccetera, cfr. 25.93 - fabbricazione di articoli di bulloneria, cfr. 25.94",,,"# fabbricazione di serrature e cerniere

Sono escluse le seguenti attività: - fabbricazione di chiodi, spilli eccetera, cfr. 25.93 - fabbricazione di articoli di bulloneria, cfr. 25.94

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di chiodi, spilli eccetera, cfr. 25.93 - fabbricazione di articoli di bulloneria, cfr. 25.94, 
",classe
C,25.73,fabbricazione di utensileria,"Sono escluse le seguenti attività: - fabbricazione di utensili portatili a motore, cfr. 28.24 - fabbricazione di lingottiere, cfr. 28.91","- fabbricazione di utensili portatili a motore, cfr. 28.24 - fabbricazione di lingottiere, cfr. 28.91",,,"# fabbricazione di utensileria

Sono escluse le seguenti attività: - fabbricazione di utensili portatili a motore, cfr. 28.24 - fabbricazione di lingottiere, cfr. 28.91

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di utensili portatili a motore, cfr. 28.24 - fabbricazione di lingottiere, cfr. 28.91, 
",classe
C,25.91,fabbricazione di bidoni in acciaio e di contenitori analoghi,"Sono escluse le seguenti attività: - fabbricazione di cisterne e serbatoi per impieghi di stoccaggio o di produzione, cfr. 25.2","- fabbricazione di cisterne e serbatoi per impieghi di stoccaggio o di produzione, cfr. 25.2",,,"# fabbricazione di bidoni in acciaio e di contenitori analoghi

Sono escluse le seguenti attività: - fabbricazione di cisterne e serbatoi per impieghi di stoccaggio o di produzione, cfr. 25.2

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di cisterne e serbatoi per impieghi di stoccaggio o di produzione, cfr. 25.2, 
",classe
C,25.92,fabbricazione di imballaggi leggeri in metallo,,,,,"# fabbricazione di imballaggi leggeri in metallo


",classe
C,25.93,"fabbricazione di prodotti fabbricati con fili metallici, catene e molle","Sono escluse le seguenti attività: - fabbricazione di molle per orologi, cfr. 26.52 - fabbricazione di fili e cavi per trasmissione di elettricità, cfr. 27.32 - fabbricazione di catene di trasmissione, cfr. 28.15","- fabbricazione di molle per orologi, cfr. 26.52 - fabbricazione di fili e cavi per trasmissione di elettricità, cfr. 27.32 - fabbricazione di catene di trasmissione, cfr. 28.15",,,"# fabbricazione di prodotti fabbricati con fili metallici, catene e molle

Sono escluse le seguenti attività: - fabbricazione di molle per orologi, cfr. 26.52 - fabbricazione di fili e cavi per trasmissione di elettricità, cfr. 27.32 - fabbricazione di catene di trasmissione, cfr. 28.15

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di molle per orologi, cfr. 26.52 - fabbricazione di fili e cavi per trasmissione di elettricità, cfr. 27.32 - fabbricazione di catene di trasmissione, cfr. 28.15, 
",classe
C,25.94,fabbricazione di articoli di bulloneria,,,,,"# fabbricazione di articoli di bulloneria


",classe
C,25.99,fabbricazione di altri prodotti in metallo n.c.a.,"Sono escluse le seguenti attività: - attività di maniscalco, cfr. 01.6 - fabbricazione di spade, baionette, cfr. 25.71 - fabbricazione di segnali stradali elettrici, cfr. 27.90 - fabbricazione di carrelli per la spesa, cfr. 30.99 - fabbricazione di mobili in metallo, cfr. 31.01, 31.02, 31.09 - fabbricazione di attrezzi sportivi, cfr. 32.30 - fabbricazione di giochi e giocattoli, cfr. 32.40 - fabbricazione di copricapo di sicurezza in metallo, cfr. 32.99","- attività di maniscalco, cfr. 01.6 - fabbricazione di spade, baionette, cfr. 25.71 - fabbricazione di segnali stradali elettrici, cfr. 27.90 - fabbricazione di carrelli per la spesa, cfr. 30.99 - fabbricazione di mobili in metallo, cfr. 31.01, 31.02, 31.09 - fabbricazione di attrezzi sportivi, cfr. 32.30 - fabbricazione di giochi e giocattoli, cfr. 32.40 - fabbricazione di copricapo di sicurezza in metallo, cfr. 32.99",,,"# fabbricazione di altri prodotti in metallo n.c.a.

Sono escluse le seguenti attività: - attività di maniscalco, cfr. 01.6 - fabbricazione di spade, baionette, cfr. 25.71 - fabbricazione di segnali stradali elettrici, cfr. 27.90 - fabbricazione di carrelli per la spesa, cfr. 30.99 - fabbricazione di mobili in metallo, cfr. 31.01, 31.02, 31.09 - fabbricazione di attrezzi sportivi, cfr. 32.30 - fabbricazione di giochi e giocattoli, cfr. 32.40 - fabbricazione di copricapo di sicurezza in metallo, cfr. 32.99

Questa sezione ATECO non comprende le seguenti attività:

- attività di maniscalco, cfr. 01.6 - fabbricazione di spade, baionette, cfr. 25.71 - fabbricazione di segnali stradali elettrici, cfr. 27.90 - fabbricazione di carrelli per la spesa, cfr. 30.99 - fabbricazione di mobili in metallo, cfr. 31.01, 31.02, 31.09 - fabbricazione di attrezzi sportivi, cfr. 32.30 - fabbricazione di giochi e giocattoli, cfr. 32.40 - fabbricazione di copricapo di sicurezza in metallo, cfr. 32.99, 
",classe
C,26.11,fabbricazione di componenti elettronici,"Questa classe include la fabbricazione di semiconduttori ed altri componenti per applicazioni elettroniche. Sono escluse le seguenti attività: - stampa di smart cards, cfr. 18.12 - fabbricazione di monitor per computer, cfr. 26.20 - fabbricazione di modem (apparecchiature di supporto), cfr. 26.30 - fabbricazione di schermi per televisori, cfr. 26.40 - fabbricazione di tubi a raggi X e analoghi strumenti per irradiazione, cfr. 26.60 - fabbricazione di apparecchiature e strumenti ottici, cfr. 26.70 - fabbricazione di regolatori di corrente a fluorescenza, cfr. 27.11 - fabbricazione di trasformatori elettrici, cfr. 27.11 - fabbricazione di relè elettrici, cfr. 27.12 - fabbricazione di strumenti per il cablaggio elettrico, cfr. 27.33 - fabbricazione di interruttori per circuiti elettrici, cfr. 27.33 - fabbricazione di resistenze per riscaldamento, cfr. 27.51 - la fabbricazione di apparecchiature complete è classificata a seconda del tipo di apparecchiatura prodotta","- stampa di smart cards, cfr. 18.12 - fabbricazione di monitor per computer, cfr. 26.20 - fabbricazione di modem (apparecchiature di supporto), cfr. 26.30 - fabbricazione di schermi per televisori, cfr. 26.40 - fabbricazione di tubi a raggi X e analoghi strumenti per irradiazione, cfr. 26.60 - fabbricazione di apparecchiature e strumenti ottici, cfr. 26.70 - fabbricazione di regolatori di corrente a fluorescenza, cfr. 27.11 - fabbricazione di trasformatori elettrici, cfr. 27.11 - fabbricazione di relè elettrici, cfr. 27.12 - fabbricazione di strumenti per il cablaggio elettrico, cfr. 27.33 - fabbricazione di interruttori per circuiti elettrici, cfr. 27.33 - fabbricazione di resistenze per riscaldamento, cfr. 27.51 - la fabbricazione di apparecchiature complete è classificata a seconda del tipo di apparecchiatura prodotta",,,"# fabbricazione di componenti elettronici

Questa classe include la fabbricazione di semiconduttori ed altri componenti per applicazioni elettroniche. Sono escluse le seguenti attività: - stampa di smart cards, cfr. 18.12 - fabbricazione di monitor per computer, cfr. 26.20 - fabbricazione di modem (apparecchiature di supporto), cfr. 26.30 - fabbricazione di schermi per televisori, cfr. 26.40 - fabbricazione di tubi a raggi X e analoghi strumenti per irradiazione, cfr. 26.60 - fabbricazione di apparecchiature e strumenti ottici, cfr. 26.70 - fabbricazione di regolatori di corrente a fluorescenza, cfr. 27.11 - fabbricazione di trasformatori elettrici, cfr. 27.11 - fabbricazione di relè elettrici, cfr. 27.12 - fabbricazione di strumenti per il cablaggio elettrico, cfr. 27.33 - fabbricazione di interruttori per circuiti elettrici, cfr. 27.33 - fabbricazione di resistenze per riscaldamento, cfr. 27.51 - la fabbricazione di apparecchiature complete è classificata a seconda del tipo di apparecchiatura prodotta

Questa sezione ATECO non comprende le seguenti attività:

- stampa di smart cards, cfr. 18.12 - fabbricazione di monitor per computer, cfr. 26.20 - fabbricazione di modem (apparecchiature di supporto), cfr. 26.30 - fabbricazione di schermi per televisori, cfr. 26.40 - fabbricazione di tubi a raggi X e analoghi strumenti per irradiazione, cfr. 26.60 - fabbricazione di apparecchiature e strumenti ottici, cfr. 26.70 - fabbricazione di regolatori di corrente a fluorescenza, cfr. 27.11 - fabbricazione di trasformatori elettrici, cfr. 27.11 - fabbricazione di relè elettrici, cfr. 27.12 - fabbricazione di strumenti per il cablaggio elettrico, cfr. 27.33 - fabbricazione di interruttori per circuiti elettrici, cfr. 27.33 - fabbricazione di resistenze per riscaldamento, cfr. 27.51 - la fabbricazione di apparecchiature complete è classificata a seconda del tipo di apparecchiatura prodotta, 
",classe
C,26.12,fabbricazione di schede elettroniche assemblate,"Sono escluse le seguenti attività: - stampa di smart cards, cfr. 18.12 - fabbricazione di schede per circuiti stampati, cfr. 26.11","- stampa di smart cards, cfr. 18.12 - fabbricazione di schede per circuiti stampati, cfr. 26.11",,,"# fabbricazione di schede elettroniche assemblate

Sono escluse le seguenti attività: - stampa di smart cards, cfr. 18.12 - fabbricazione di schede per circuiti stampati, cfr. 26.11

Questa sezione ATECO non comprende le seguenti attività:

- stampa di smart cards, cfr. 18.12 - fabbricazione di schede per circuiti stampati, cfr. 26.11, 
",classe
