main,code,title,description,exclusion_list,exclusion_description,exclusion_title,descriptor,level
N,77.21,noleggio di attrezzature sportive e ricreative,"Sono escluse le seguenti attività: - noleggio di imbarcazioni da diporto e barche a vela con equipaggio, cfr. 50.10, 50.30 - noleggio di videocassette e dischi, cfr. 77.22 - noleggio di altri beni per uso personale e per la casa, cfr. 77.29 - noleggio di attrezzature e beni destinati allo svago e al tempo libero, forniti da strutture ricreative, cfr. 93.29","- noleggio di imbarcazioni da diporto e barche a vela con equipaggio, cfr. 50.10, 50.30 - noleggio di videocassette e dischi, cfr. 77.22 - noleggio di altri beni per uso personale e per la casa, cfr. 77.29 - noleggio di attrezzature e beni destinati allo svago e al tempo libero, forniti da strutture ricreative, cfr. 93.29",,,"# noleggio di attrezzature sportive e ricreative

Sono escluse le seguenti attività: - noleggio di imbarcazioni da diporto e barche a vela con equipaggio, cfr. 50.10, 50.30 - noleggio di videocassette e dischi, cfr. 77.22 - noleggio di altri beni per uso personale e per la casa, cfr. 77.29 - noleggio di attrezzature e beni destinati allo svago e al tempo libero, forniti da strutture ricreative, cfr. 93.29

Questa sezione ATECO non comprende le seguenti attività:

- noleggio di imbarcazioni da diporto e barche a vela con equipaggio, cfr. 50.10, 50.30 - noleggio di videocassette e dischi, cfr. 77.22 - noleggio di altri beni per uso personale e per la casa, cfr. 77.29 - noleggio di attrezzature e beni destinati allo svago e al tempo libero, forniti da strutture ricreative, cfr. 93.29, 
",classe
N,77.22,noleggio di videocassette e dischi,,,,,"# noleggio di videocassette e dischi


",classe
N,77.29,noleggio di altri beni per uso personale e domestico (escluse le attrezzature sportive e ricreative),"Questa classe include il noleggio di qualsiasi bene per uso personale, per la casa e per uso industriale (escluse le attrezzature sportive e ricreative). Sono escluse le seguenti attività: - noleggio di autovetture, autocarri, rimorchi e veicoli destinati ad usi ricreativi senza autista, cfr. 77.1 - noleggio di articoli sportivi e ricreativi, cfr. 77.21 - noleggio di sedie, sdraio, ombrelloni, cfr. 77.21 - noleggio di videocassette e dischi, cfr. 77.22 - noleggio di mobili per ufficio, cfr. 77.33 - noleggio di motocicli e camper senza autista, cfr. 77.39 - prestito di libri, giornali, riviste, Dvd e dischi da parte delle biblioteche, cfr. 91.01 - noleggio di biancheria, divise da lavoro e simili da parte di lavanderie, cfr. 96.01","- noleggio di autovetture, autocarri, rimorchi e veicoli destinati ad usi ricreativi senza autista, cfr. 77.1 - noleggio di articoli sportivi e ricreativi, cfr. 77.21 - noleggio di sedie, sdraio, ombrelloni, cfr. 77.21 - noleggio di videocassette e dischi, cfr. 77.22 - noleggio di mobili per ufficio, cfr. 77.33 - noleggio di motocicli e camper senza autista, cfr. 77.39 - prestito di libri, giornali, riviste, Dvd e dischi da parte delle biblioteche, cfr. 91.01 - noleggio di biancheria, divise da lavoro e simili da parte di lavanderie, cfr. 96.01",escluse le attrezzature sportive e ricreative,,"# noleggio di altri beni per uso personale e domestico (escluse le attrezzature sportive e ricreative)

Questa classe include il noleggio di qualsiasi bene per uso personale, per la casa e per uso industriale (escluse le attrezzature sportive e ricreative). Sono escluse le seguenti attività: - noleggio di autovetture, autocarri, rimorchi e veicoli destinati ad usi ricreativi senza autista, cfr. 77.1 - noleggio di articoli sportivi e ricreativi, cfr. 77.21 - noleggio di sedie, sdraio, ombrelloni, cfr. 77.21 - noleggio di videocassette e dischi, cfr. 77.22 - noleggio di mobili per ufficio, cfr. 77.33 - noleggio di motocicli e camper senza autista, cfr. 77.39 - prestito di libri, giornali, riviste, Dvd e dischi da parte delle biblioteche, cfr. 91.01 - noleggio di biancheria, divise da lavoro e simili da parte di lavanderie, cfr. 96.01

Questa sezione ATECO non comprende le seguenti attività:

- noleggio di autovetture, autocarri, rimorchi e veicoli destinati ad usi ricreativi senza autista, cfr. 77.1 - noleggio di articoli sportivi e ricreativi, cfr. 77.21 - noleggio di sedie, sdraio, ombrelloni, cfr. 77.21 - noleggio di videocassette e dischi, cfr. 77.22 - noleggio di mobili per ufficio, cfr. 77.33 - noleggio di motocicli e camper senza autista, cfr. 77.39 - prestito di libri, giornali, riviste, Dvd e dischi da parte delle biblioteche, cfr. 91.01 - noleggio di biancheria, divise da lavoro e simili da parte di lavanderie, cfr. 96.01, escluse le attrezzature sportive e ricreative
",classe
N,77.31,noleggio di macchine e attrezzature agricole,"Sono escluse le seguenti attività: - noleggio di macchine e attrezzature per l'agricoltura e la silvicoltura con operatore, cfr. 01.61, 02.40","- noleggio di macchine e attrezzature per l'agricoltura e la silvicoltura con operatore, cfr. 01.61, 02.40",,,"# noleggio di macchine e attrezzature agricole

Sono escluse le seguenti attività: - noleggio di macchine e attrezzature per l'agricoltura e la silvicoltura con operatore, cfr. 01.61, 02.40

Questa sezione ATECO non comprende le seguenti attività:

- noleggio di macchine e attrezzature per l'agricoltura e la silvicoltura con operatore, cfr. 01.61, 02.40, 
",classe
N,77.32,noleggio di macchine e attrezzature per lavori edili e di genio civile,"Sono escluse le seguenti attività: - noleggio di macchine e attrezzature per lavori edili e di genio civile con operatore, cfr. divisione 43 - noleggio di container, cfr. 77.39","- noleggio di macchine e attrezzature per lavori edili e di genio civile con operatore, cfr. divisione 43 - noleggio di container, cfr. 77.39",,,"# noleggio di macchine e attrezzature per lavori edili e di genio civile

Sono escluse le seguenti attività: - noleggio di macchine e attrezzature per lavori edili e di genio civile con operatore, cfr. divisione 43 - noleggio di container, cfr. 77.39

Questa sezione ATECO non comprende le seguenti attività:

- noleggio di macchine e attrezzature per lavori edili e di genio civile con operatore, cfr. divisione 43 - noleggio di container, cfr. 77.39, 
",classe
N,77.33,noleggio di macchine e attrezzature per ufficio (inclusi i computer),"Sono escluse le seguenti attività: - concessione di licenze d'uso di software non personalizzato, cfr. 58.29","- concessione di licenze d'uso di software non personalizzato, cfr. 58.29",,,"# noleggio di macchine e attrezzature per ufficio (inclusi i computer)

Sono escluse le seguenti attività: - concessione di licenze d'uso di software non personalizzato, cfr. 58.29

Questa sezione ATECO non comprende le seguenti attività:

- concessione di licenze d'uso di software non personalizzato, cfr. 58.29, 
",classe
N,77.34,noleggio di mezzi di trasporto marittimo e fluviale,"Sono escluse le seguenti attività: - noleggio di mezzi di trasporto marittimo e fluviale con operatore, cfr. divisione 50 - noleggio di imbarcazioni da diporto senza equipaggio, cfr. 77.21","- noleggio di mezzi di trasporto marittimo e fluviale con operatore, cfr. divisione 50 - noleggio di imbarcazioni da diporto senza equipaggio, cfr. 77.21",,,"# noleggio di mezzi di trasporto marittimo e fluviale

Sono escluse le seguenti attività: - noleggio di mezzi di trasporto marittimo e fluviale con operatore, cfr. divisione 50 - noleggio di imbarcazioni da diporto senza equipaggio, cfr. 77.21

Questa sezione ATECO non comprende le seguenti attività:

- noleggio di mezzi di trasporto marittimo e fluviale con operatore, cfr. divisione 50 - noleggio di imbarcazioni da diporto senza equipaggio, cfr. 77.21, 
",classe
N,77.35,noleggio di mezzi di trasporto aereo,"Sono escluse le seguenti attività: - noleggio di mezzi di trasporto aereo con operatore, cfr. divisione 51","- noleggio di mezzi di trasporto aereo con operatore, cfr. divisione 51",,,"# noleggio di mezzi di trasporto aereo

Sono escluse le seguenti attività: - noleggio di mezzi di trasporto aereo con operatore, cfr. divisione 51

Questa sezione ATECO non comprende le seguenti attività:

- noleggio di mezzi di trasporto aereo con operatore, cfr. divisione 51, 
",classe
N,77.39,"noleggio di altre macchine, attrezzature e beni materiali n.c.a.","Sono escluse le seguenti attività: - noleggio di biciclette, cfr. 77.21 - noleggio di macchine e attrezzature per l'agricoltura e la silvicoltura, cfr. 77.31 - noleggio di macchine e attrezzature per lavori edili e di genio civile, cfr. 77.32 - noleggio di macchine e attrezzature per ufficio, inclusi i computer, cfr. 77.33","- noleggio di biciclette, cfr. 77.21 - noleggio di macchine e attrezzature per l'agricoltura e la silvicoltura, cfr. 77.31 - noleggio di macchine e attrezzature per lavori edili e di genio civile, cfr. 77.32 - noleggio di macchine e attrezzature per ufficio, inclusi i computer, cfr. 77.33",,,"# noleggio di altre macchine, attrezzature e beni materiali n.c.a.

Sono escluse le seguenti attività: - noleggio di biciclette, cfr. 77.21 - noleggio di macchine e attrezzature per l'agricoltura e la silvicoltura, cfr. 77.31 - noleggio di macchine e attrezzature per lavori edili e di genio civile, cfr. 77.32 - noleggio di macchine e attrezzature per ufficio, inclusi i computer, cfr. 77.33

Questa sezione ATECO non comprende le seguenti attività:

- noleggio di biciclette, cfr. 77.21 - noleggio di macchine e attrezzature per l'agricoltura e la silvicoltura, cfr. 77.31 - noleggio di macchine e attrezzature per lavori edili e di genio civile, cfr. 77.32 - noleggio di macchine e attrezzature per ufficio, inclusi i computer, cfr. 77.33, 
",classe
N,77.40,concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright),"Questa classe include le attività che consentono a terzi di utilizzare prodotti di proprietà intellettuale e prodotti simili per i quali è prevista la corresponsione di una royalty o del diritto d'uso al titolare della proprietà del prodotto. Il leasing di questi prodotti può prendere varie forme, ad esempio: autorizzazioni alla riproduzione e impiego in nuovi processi o prodotti, la gestione di attività aziendali in regime di franchising eccetera. Sono escluse le seguenti attività: - concessione di licenze d'uso di software non personalizzato, cfr. 58.29 - acquisizione dei diritti di edizione, cfr. divisioni 58 e 59 - produzione, riproduzione e distribuzione di opere protette dal diritto d'autore (libri, software, film), cfr. divisioni 58, 59 - leasing di immobili, cfr. 68.20 - gestione dei diritti connessi alla proprietà industriale: licenze eccetera, cfr. 74.90 - attività di intermediazione per l'acquisto e la vendita di licenze d'uso, cfr. 74.90 - leasing di beni materiali, cfr. 77.1, 77.2, 77.3","- concessione di licenze d'uso di software non personalizzato, cfr. 58.29 - acquisizione dei diritti di edizione, cfr. divisioni 58 e 59 - produzione, riproduzione e distribuzione di opere protette dal diritto d'autore (libri, software, film), cfr. divisioni 58, 59 - leasing di immobili, cfr. 68.20 - gestione dei diritti connessi alla proprietà industriale: licenze eccetera, cfr. 74.90 - attività di intermediazione per l'acquisto e la vendita di licenze d'uso, cfr. 74.90 - leasing di beni materiali, cfr. 77.1, 77.2, 77.3",,,"# concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)

Questa classe include le attività che consentono a terzi di utilizzare prodotti di proprietà intellettuale e prodotti simili per i quali è prevista la corresponsione di una royalty o del diritto d'uso al titolare della proprietà del prodotto. Il leasing di questi prodotti può prendere varie forme, ad esempio: autorizzazioni alla riproduzione e impiego in nuovi processi o prodotti, la gestione di attività aziendali in regime di franchising eccetera. Sono escluse le seguenti attività: - concessione di licenze d'uso di software non personalizzato, cfr. 58.29 - acquisizione dei diritti di edizione, cfr. divisioni 58 e 59 - produzione, riproduzione e distribuzione di opere protette dal diritto d'autore (libri, software, film), cfr. divisioni 58, 59 - leasing di immobili, cfr. 68.20 - gestione dei diritti connessi alla proprietà industriale: licenze eccetera, cfr. 74.90 - attività di intermediazione per l'acquisto e la vendita di licenze d'uso, cfr. 74.90 - leasing di beni materiali, cfr. 77.1, 77.2, 77.3

Questa sezione ATECO non comprende le seguenti attività:

- concessione di licenze d'uso di software non personalizzato, cfr. 58.29 - acquisizione dei diritti di edizione, cfr. divisioni 58 e 59 - produzione, riproduzione e distribuzione di opere protette dal diritto d'autore (libri, software, film), cfr. divisioni 58, 59 - leasing di immobili, cfr. 68.20 - gestione dei diritti connessi alla proprietà industriale: licenze eccetera, cfr. 74.90 - attività di intermediazione per l'acquisto e la vendita di licenze d'uso, cfr. 74.90 - leasing di beni materiali, cfr. 77.1, 77.2, 77.3, 
",classe
N,78.10,attività di agenzie di collocamento,"Questa classe include le attività di selezione e collocamento del personale laddove i soggetti non siano dipendenti delle agenzie di collocamento stesse. Sono escluse le seguenti attività: - attività degli agenti teatrali o artistici per conto dei singoli individui, cfr. 74.90","- attività degli agenti teatrali o artistici per conto dei singoli individui, cfr. 74.90",,,"# attività di agenzie di collocamento

Questa classe include le attività di selezione e collocamento del personale laddove i soggetti non siano dipendenti delle agenzie di collocamento stesse. Sono escluse le seguenti attività: - attività degli agenti teatrali o artistici per conto dei singoli individui, cfr. 74.90

Questa sezione ATECO non comprende le seguenti attività:

- attività degli agenti teatrali o artistici per conto dei singoli individui, cfr. 74.90, 
",classe
N,78.20,attività delle agenzie di lavoro temporaneo (interinale),"Questa classe include le attività di fornitura di personale a imprese clienti per un periodo limitato di tempo a rimpiazzo o supporto temporaneo di forza lavoro del cliente, dove il personale fornito è dipendente dall'agenzia interinale. Tuttavia, qui non è classificata l'attività di supervisione diretta dei propri impiegati presso le sedi delle imprese clienti.",,,,"# attività delle agenzie di lavoro temporaneo (interinale)

Questa classe include le attività di fornitura di personale a imprese clienti per un periodo limitato di tempo a rimpiazzo o supporto temporaneo di forza lavoro del cliente, dove il personale fornito è dipendente dall'agenzia interinale. Tuttavia, qui non è classificata l'attività di supervisione diretta dei propri impiegati presso le sedi delle imprese clienti.
",classe
